usage_id,customer_id,call_minutes,data_used_MB,text_messages,usage_date
2836,2836,256,8039.6,465,2025-01-22
2837,2837,431,6055.38,407,2024-09-30
2838,2838,393,3567.37,92,2024-06-13
2839,2839,362,2770.43,445,2024-08-01
2840,2840,193,8120.45,174,2024-03-18
2841,2841,321,2139.31,252,2024-09-02
2842,2842,11,139.07,104,2024-03-18
2843,2843,331,4085.16,70,2024-03-27
2844,2844,204,3398.91,465,2024-03-29
2845,2845,546,9322.65,42,2024-08-19
2846,2846,596,3254.21,239,2024-05-25
2847,2847,92,8485.27,459,2024-11-23
2848,2848,0,5134.03,113,2024-12-31
2849,2849,533,8705.33,434,2024-11-23
2850,2850,400,1775.75,318,2024-08-30
2851,2851,119,2915.84,344,2024-10-07
2852,2852,300,7497.83,172,2024-04-30
2853,2853,76,5198.36,259,2024-03-31
2854,2854,116,3764.64,456,2024-04-15
2855,2855,588,2476.62,470,2024-11-23
2856,2856,472,7610.4,451,2024-04-21
2857,2857,490,2915.1,12,2025-01-08
2858,2858,78,2315.22,71,2024-08-14
2859,2859,249,4783.7,160,2024-05-12
2860,2860,431,7398.64,239,2025-02-24
2861,2861,95,1505.36,396,2024-12-13
2862,2862,261,7091.39,454,2024-08-16
2863,2863,498,9343.2,401,2024-08-26
2864,2864,597,5816.26,35,2024-04-27
2865,2865,85,2958.48,17,2024-08-08
2866,2866,34,6450.0,127,2025-01-28
2867,2867,459,5406.34,316,2024-09-06
2868,2868,366,7619.99,325,2024-05-04
2869,2869,363,478.98,436,2024-09-28
2870,2870,271,3781.99,236,2024-04-22
2871,2871,269,5266.05,307,2025-01-05
2872,2872,331,7721.22,402,2024-04-11
2873,2873,426,1916.73,232,2024-06-11
2874,2874,554,9186.73,75,2024-05-06
2875,2875,585,9251.51,421,2024-08-24
2876,2876,355,8747.08,267,2024-06-20
2877,2877,590,6167.75,194,2024-07-25
2878,2878,525,1193.68,457,2024-09-17
2879,2879,550,4872.63,30,2024-05-26
2880,2880,192,0.09,362,2024-07-20
2881,2881,201,1610.49,414,2024-05-31
2882,2882,600,3040.44,83,2024-05-29
2883,2883,88,1793.57,365,2024-07-12
2884,2884,222,5180.25,439,2024-11-08
2885,2885,379,5780.97,465,2024-06-13
2886,2886,124,8849.38,43,2024-12-25
2887,2887,31,2498.49,230,2025-03-16
2888,2888,470,7517.97,330,2024-05-09
2889,2889,348,1420.65,186,2024-06-26
2890,2890,9,3446.62,122,2024-05-26
2891,2891,77,4377.76,354,2024-09-26
2892,2892,266,5159.04,29,2024-12-14
2893,2893,594,5439.83,167,2024-05-08
2894,2894,127,284.12,144,2024-08-28
2895,2895,51,9428.54,433,2024-08-15
2896,2896,405,5678.81,121,2025-03-16
2897,2897,296,7572.58,14,2024-09-19
2898,2898,15,4342.08,211,2025-03-07
2899,2899,265,6712.74,82,2025-02-23
2900,2900,440,4149.11,141,2024-08-08
2901,2901,339,3994.26,88,2024-11-04
2902,2902,422,3922.88,179,2024-08-30
2903,2903,100,3881.53,15,2024-10-13
2904,2904,360,9138.78,272,2024-04-30
2905,2905,292,1459.74,444,2025-02-23
2906,2906,485,5390.02,333,2024-10-28
2907,2907,566,4355.98,165,2024-11-20
2908,2908,349,485.86,134,2024-04-09
2909,2909,58,7742.57,150,2024-04-01
2910,2910,310,7987.53,161,2024-11-12
2911,2911,502,1167.18,387,2025-01-20
2912,2912,499,9792.1,136,2024-08-18
2913,2913,406,4358.41,157,2024-03-19
2914,2914,453,208.47,252,2024-09-21
2915,2915,20,7730.09,59,2025-01-26
2916,2916,288,2399.2,342,2025-03-16
2917,2917,505,4761.36,33,2024-07-26
2918,2918,308,625.77,394,2025-01-20
2919,2919,232,1503.09,174,2024-06-03
2920,2920,86,8043.29,72,2024-11-25
2921,2921,363,8265.16,217,2024-07-24
2922,2922,60,324.77,106,2024-04-05
2923,2923,478,1181.88,120,2025-03-03
2924,2924,328,4668.85,149,2024-03-23
2925,2925,177,8815.31,491,2024-06-21
2926,2926,452,7902.46,204,2025-01-06
2927,2927,212,552.67,351,2025-03-06
2928,2928,229,265.41,443,2024-08-26
2929,2929,175,2857.99,325,2025-01-28
2930,2930,82,564.69,85,2024-09-10
2931,2931,575,1389.05,349,2025-02-06
2932,2932,402,2798.66,184,2024-05-07
2933,2933,402,1029.4,377,2025-02-08
2934,2934,372,9299.37,410,2024-11-11
2935,2935,259,6724.6,113,2024-08-06
2936,2936,430,754.79,176,2024-07-13
2937,2937,123,107.62,399,2024-06-06
2938,2938,318,2004.07,187,2024-07-31
2939,2939,266,6993.81,452,2024-10-27
2940,2940,445,4725.57,80,2024-04-10
2941,2941,468,1398.06,187,2024-11-26
2942,2942,534,7555.25,331,2024-07-09
2943,2943,258,7550.87,302,2025-02-24
2944,2944,389,1901.8,121,2024-09-11
2945,2945,336,3096.93,489,2024-09-19
2946,2946,19,1313.35,85,2024-08-28
2947,2947,0,5138.58,148,2024-08-12
2948,2948,547,2080.79,94,2025-03-05
2949,2949,421,9702.09,385,2024-10-28
2950,2950,105,3838.64,214,2024-06-06
2951,2951,457,7358.49,123,2024-07-10
2952,2952,398,6498.51,191,2024-06-10
2953,2953,544,5239.21,26,2024-10-11
2954,2954,133,7488.83,110,2024-06-06
2955,2955,197,2788.34,234,2024-05-31
2956,2956,453,2548.69,238,2024-12-28
2957,2957,34,9665.17,262,2025-02-12
2958,2958,434,5736.16,420,2024-07-17
2959,2959,416,8022.75,102,2025-02-25
2960,2960,482,5807.75,231,2025-03-16
2961,2961,380,2298.84,473,2024-10-15
2962,2962,527,4893.73,436,2025-02-07
2963,2963,465,9746.34,255,2024-09-30
2964,2964,110,1367.42,490,2024-04-23
2965,2965,458,8508.55,403,2025-01-18
2966,2966,240,6433.2,32,2024-12-12
2967,2967,218,8986.13,231,2025-02-04
2968,2968,60,711.81,480,2025-01-02
2969,2969,98,3684.67,262,2024-05-25
2970,2970,3,3322.61,219,2024-10-04
2971,2971,502,9349.93,21,2024-11-12
2972,2972,430,2908.61,58,2025-03-10
2973,2973,254,6332.43,22,2024-05-16
2974,2974,248,7830.61,148,2024-10-11
2975,2975,435,6922.48,323,2024-06-17
2976,2976,214,7855.61,223,2025-02-15
2977,2977,390,3129.86,289,2024-04-09
2978,2978,548,3446.42,429,2024-11-02
2979,2979,397,2178.82,256,2024-08-19
2980,2980,50,1598.03,46,2024-06-08
2981,2981,238,2110.61,311,2024-11-08
2982,2982,556,4001.65,374,2024-07-26
2983,2983,267,6817.9,382,2024-12-06
2984,2984,178,4296.43,250,2024-12-21
2985,2985,547,4505.6,415,2024-05-18
2986,2986,402,4650.42,449,2024-07-13
2987,2987,106,4834.09,281,2024-06-10
2988,2988,455,5281.84,489,2024-11-27
2989,2989,452,633.44,149,2024-10-10
2990,2990,418,9105.62,333,2025-01-01
2991,2991,449,1410.61,50,2025-03-07
2992,2992,205,2157.8,379,2024-11-16
2993,2993,191,5488.06,368,2025-02-18
2994,2994,321,8016.02,222,2024-10-04
2995,2995,472,8496.74,221,2024-07-23
2996,2996,27,2937.47,12,2025-01-24
2997,2997,378,4542.97,253,2025-02-13
2998,2998,489,8466.85,209,2024-07-30
2999,2999,97,7835.47,196,2024-04-16
3000,3000,568,6125.58,318,2025-03-01
3001,3001,246,7639.32,40,2024-04-19
3002,3002,217,1990.83,454,2024-05-25
3003,3003,212,6398.13,170,2024-07-01
3004,3004,167,92.34,299,2024-08-07
3005,3005,404,8803.43,341,2024-06-14
3006,3006,315,1712.83,308,2025-02-22
3007,3007,419,6391.28,384,2024-10-23
3008,3008,536,5519.13,468,2024-04-30
3009,3009,480,4617.82,476,2024-07-01
3010,3010,331,9834.23,477,2024-04-04
3011,3011,480,3736.35,394,2024-06-16
3012,3012,263,2169.87,171,2024-05-04
3013,3013,348,2722.33,481,2024-10-19
3014,3014,343,8839.37,274,2024-05-13
3015,3015,573,1895.12,397,2024-12-15
3016,3016,488,1010.62,416,2025-03-13
3017,3017,449,8950.01,86,2024-03-22
3018,3018,365,7951.04,478,2024-09-16
3019,3019,323,9669.04,374,2024-09-02
3020,3020,72,2957.8,111,2024-05-13
3021,3021,56,2823.96,263,2024-05-02
3022,3022,138,7273.49,143,2024-09-29
3023,3023,296,2823.1,121,2024-04-14
3024,3024,553,7679.74,107,2024-04-20
3025,3025,266,4028.08,460,2024-08-14
3026,3026,373,3844.97,22,2024-04-10
3027,3027,349,8433.38,282,2024-06-28
3028,3028,430,3750.0,241,2024-09-04
3029,3029,317,6669.73,233,2024-09-30
3030,3030,88,9498.68,290,2024-03-30
3031,3031,599,5854.9,64,2024-07-08
3032,3032,599,3844.25,431,2024-05-27
3033,3033,177,8435.07,114,2024-06-28
3034,3034,571,7065.14,294,2024-04-17
3035,3035,561,6350.1,372,2024-06-30
3036,3036,302,2191.32,2,2024-09-23
3037,3037,26,1352.85,473,2024-12-31
3038,3038,166,8263.74,17,2024-10-27
3039,3039,425,2831.11,247,2025-01-23
3040,3040,432,3502.66,97,2024-08-17
3041,3041,395,4663.08,387,2024-05-02
3042,3042,477,2730.77,481,2024-10-22
3043,3043,583,5754.69,463,2024-06-28
3044,3044,177,5115.73,58,2024-08-29
3045,3045,554,5961.87,454,2024-11-27
3046,3046,375,5564.53,453,2024-05-19
3047,3047,69,8403.61,250,2024-04-12
3048,3048,596,3691.16,396,2024-05-02
3049,3049,244,4075.61,240,2025-02-28
3050,3050,223,1186.53,456,2024-07-26
3051,3051,151,5173.44,73,2024-10-29
3052,3052,21,3067.41,50,2024-12-28
3053,3053,165,5394.44,181,2025-03-06
3054,3054,586,4751.23,241,2024-03-31
3055,3055,496,3495.77,271,2024-04-22
3056,3056,361,8684.32,210,2025-01-08
3057,3057,201,3135.35,141,2025-01-04
3058,3058,151,4243.04,243,2024-08-26
3059,3059,500,6450.11,232,2024-10-15
3060,3060,337,2546.85,300,2024-04-26
3061,3061,407,1793.71,253,2024-11-24
3062,3062,35,6562.42,400,2025-02-08
3063,3063,309,9084.48,473,2024-10-25
3064,3064,288,6975.97,189,2024-06-12
3065,3065,263,1496.68,327,2024-09-22
3066,3066,212,409.18,402,2024-06-22
3067,3067,33,7362.07,118,2024-04-11
3068,3068,553,5797.9,206,2024-06-12
3069,3069,324,880.33,362,2024-05-05
3070,3070,535,8053.21,394,2024-04-25
3071,3071,74,5926.85,381,2025-02-05
3072,3072,542,1529.68,386,2024-06-13
3073,3073,11,7616.92,12,2024-11-13
3074,3074,253,3305.8,34,2024-05-30
3075,3075,273,1766.52,422,2024-09-09
3076,3076,462,3630.87,257,2024-12-09
3077,3077,306,9375.9,256,2024-07-28
3078,3078,456,6520.97,310,2024-05-09
3079,3079,90,1629.07,329,2025-03-16
3080,3080,60,3530.92,154,2024-09-16
3081,3081,250,5291.54,274,2024-10-13
3082,3082,192,8146.1,236,2024-06-26
3083,3083,74,3785.62,69,2024-06-11
3084,3084,282,4928.58,184,2025-02-05
3085,3085,369,8563.66,19,2024-05-01
3086,3086,178,639.17,302,2024-04-02
3087,3087,101,9913.6,279,2024-04-27
3088,3088,242,5522.38,326,2024-10-12
3089,3089,10,5604.26,99,2024-07-21
3090,3090,240,4021.22,472,2024-04-29
3091,3091,412,7489.33,397,2024-09-25
3092,3092,368,5035.55,96,2025-01-05
3093,3093,477,8567.87,96,2024-05-18
3094,3094,182,226.41,338,2024-08-20
3095,3095,256,8344.72,278,2024-08-02
3096,3096,21,7864.64,308,2025-03-09
3097,3097,196,6188.06,102,2025-01-04
3098,3098,145,3732.76,197,2024-12-25
3099,3099,5,166.33,376,2024-06-09
3100,3100,2,9.27,305,2024-12-29
3101,3101,285,2407.62,391,2025-01-22
3102,3102,141,7891.48,188,2024-09-05
3103,3103,583,9304.97,33,2024-07-21
3104,3104,91,8428.52,93,2025-01-20
3105,3105,363,4721.07,243,2025-01-09
3106,3106,328,2230.06,221,2024-12-31
3107,3107,339,3575.86,129,2024-10-16
3108,3108,565,5410.13,165,2024-06-04
3109,3109,382,6814.78,214,2024-11-22
3110,3110,50,9067.68,357,2024-08-13
3111,3111,551,7006.45,350,2025-03-09
3112,3112,542,1531.37,223,2024-09-30
3113,3113,126,7808.43,490,2024-12-17
3114,3114,161,163.05,466,2024-03-19
3115,3115,483,9531.76,147,2024-06-19
3116,3116,500,1041.22,312,2024-08-10
3117,3117,219,4639.72,404,2024-07-10
3118,3118,286,5018.64,280,2024-12-20
3119,3119,247,1094.25,101,2025-03-05
3120,3120,207,7822.54,127,2025-02-23
3121,3121,500,2104.78,479,2024-11-11
3122,3122,497,9938.53,263,2024-10-30
3123,3123,353,9745.47,499,2024-10-17
3124,3124,362,4902.92,183,2025-01-25
3125,3125,280,1364.13,188,2024-07-21
3126,3126,490,2637.66,51,2024-05-16
3127,3127,467,2012.91,209,2024-05-05
3128,3128,226,9291.53,246,2024-08-03
3129,3129,321,1357.19,283,2024-06-25
3130,3130,396,7382.46,30,2025-03-13
3131,3131,491,5669.49,494,2024-09-19
3132,3132,554,8756.2,450,2024-07-28
3133,3133,513,9850.7,176,2024-07-04
3134,3134,98,1131.66,206,2024-12-13
3135,3135,342,2656.7,328,2024-07-14
3136,3136,106,3519.58,355,2024-04-20
3137,3137,360,3509.93,44,2024-04-18
3138,3138,288,2236.41,171,2024-06-22
3139,3139,371,4786.41,456,2025-01-12
3140,3140,544,6345.82,226,2024-04-22
3141,3141,316,9998.62,58,2025-02-17
3142,3142,5,5649.64,239,2024-08-29
3143,3143,289,4244.08,421,2024-03-22
3144,3144,264,5403.12,411,2024-08-12
3145,3145,110,4129.35,103,2024-04-17
3146,3146,70,2872.85,341,2024-06-06
3147,3147,576,3609.27,213,2024-12-16
3148,3148,307,6185.83,42,2024-07-07
3149,3149,489,7709.23,67,2025-01-29
3150,3150,281,5108.68,433,2025-01-07
3151,3151,592,7188.52,163,2025-02-22
3152,3152,279,4581.52,399,2024-11-28
3153,3153,577,7700.64,61,2024-10-02
3154,3154,253,8919.69,129,2024-04-18
3155,3155,369,9645.11,114,2024-08-26
3156,3156,42,8242.06,256,2024-05-03
3157,3157,21,8877.02,148,2024-12-05
3158,3158,322,8423.73,348,2024-11-17
3159,3159,584,8386.84,247,2024-12-05
3160,3160,560,9878.75,302,2025-01-31
3161,3161,336,8914.04,192,2024-08-13
3162,3162,573,7961.09,142,2024-04-16
3163,3163,387,8264.12,267,2024-11-02
3164,3164,397,4521.16,253,2024-05-23
3165,3165,268,6168.56,353,2025-03-13
3166,3166,31,130.98,182,2025-02-01
3167,3167,363,2949.02,499,2024-03-29
3168,3168,290,91.19,6,2024-12-25
3169,3169,307,3245.93,283,2024-11-25
3170,3170,272,6313.04,112,2024-04-19
3171,3171,552,799.01,427,2024-08-05
3172,3172,15,3642.76,167,2025-01-02
3173,3173,456,8721.99,121,2024-10-31
3174,3174,407,278.87,470,2024-03-31
3175,3175,451,664.89,60,2025-02-17
3176,3176,73,9580.86,207,2024-11-20
3177,3177,283,4444.8,177,2024-07-12
3178,3178,296,8384.83,357,2024-10-23
3179,3179,287,6529.4,47,2024-11-19
3180,3180,526,3975.24,0,2024-06-06
3181,3181,526,2592.39,243,2024-12-30
3182,3182,130,8738.68,36,2024-05-07
3183,3183,58,5110.45,486,2024-08-03
3184,3184,515,7510.13,168,2024-07-11
3185,3185,347,1623.78,348,2025-01-02
3186,3186,563,2573.82,33,2024-10-28
3187,3187,561,2793.27,98,2025-01-03
3188,3188,334,8655.02,179,2024-06-12
3189,3189,520,371.8,475,2024-11-07
3190,3190,49,6116.45,239,2024-08-01
3191,3191,367,6988.56,83,2025-01-08
3192,3192,600,6424.28,92,2025-01-11
3193,3193,538,1729.87,416,2024-12-26
3194,3194,203,6918.6,365,2024-04-29
3195,3195,176,7776.47,363,2024-10-24
3196,3196,501,4861.58,194,2024-10-12
3197,3197,323,1321.15,246,2024-09-11
3198,3198,68,9796.71,192,2024-04-06
3199,3199,271,855.62,394,2024-07-27
3200,3200,20,9691.28,169,2024-12-23
3201,3201,176,1674.99,174,2024-04-29
3202,3202,310,6402.45,66,2024-03-30
3203,3203,330,6509.43,411,2024-12-19
3204,3204,191,691.32,429,2024-07-09
3205,3205,59,7305.97,69,2024-10-02
3206,3206,500,7408.81,337,2024-05-27
3207,3207,580,6669.29,59,2024-08-05
3208,3208,282,1011.46,465,2024-09-18
3209,3209,59,7627.81,220,2024-05-25
3210,3210,348,8134.44,118,2024-04-26
3211,3211,488,1596.09,103,2025-01-31
3212,3212,273,6078.36,361,2024-05-01
3213,3213,47,2677.98,382,2024-12-08
3214,3214,337,8599.83,78,2024-11-15
3215,3215,170,2041.25,468,2024-03-20
3216,3216,194,7166.67,186,2024-07-27
3217,3217,107,5922.69,483,2024-11-05
3218,3218,108,6243.21,209,2024-10-27
3219,3219,185,2238.89,330,2024-03-30
3220,3220,126,8262.98,436,2024-04-09
3221,3221,374,6459.36,132,2024-12-02
3222,3222,168,9274.64,29,2024-12-16
3223,3223,173,3538.48,339,2024-09-14
3224,3224,245,487.04,326,2024-04-30
3225,3225,353,8308.16,230,2024-07-18
3226,3226,206,5245.36,5,2024-12-16
3227,3227,314,2224.05,3,2024-08-13
3228,3228,448,1010.24,421,2024-07-25
3229,3229,105,2502.97,216,2024-10-11
3230,3230,240,151.62,454,2024-06-05
3231,3231,588,3370.24,187,2024-05-21
3232,3232,350,4211.13,322,2025-02-03
3233,3233,599,8031.97,33,2024-08-22
3234,3234,13,7307.16,169,2024-12-13
3235,3235,342,6517.39,201,2024-12-09
3236,3236,78,4654.43,41,2025-01-23
3237,3237,405,4664.95,242,2024-11-23
3238,3238,2,4594.05,374,2025-02-14
3239,3239,390,4788.13,452,2024-03-24
3240,3240,43,4817.35,170,2025-03-09
3241,3241,41,2703.98,476,2024-12-18
3242,3242,312,777.91,367,2024-05-14
3243,3243,592,6805.6,147,2024-05-22
3244,3244,43,6243.96,479,2024-11-28
3245,3245,541,1863.68,309,2024-06-07
3246,3246,502,8426.94,50,2024-03-22
3247,3247,38,9648.21,159,2024-05-20
3248,3248,127,3477.36,47,2024-06-26
3249,3249,293,6315.28,323,2024-05-12
3250,3250,274,6345.79,116,2024-08-23
3251,3251,108,5939.33,93,2024-09-25
3252,3252,383,1735.59,102,2024-10-28
3253,3253,62,3130.47,284,2024-04-12
3254,3254,459,371.47,242,2025-02-04
3255,3255,170,3328.55,186,2024-05-21
3256,3256,153,9456.21,239,2025-02-28
3257,3257,79,3263.34,63,2024-07-06
3258,3258,81,1031.38,249,2024-08-30
3259,3259,335,9768.24,398,2024-12-14
3260,3260,9,4319.77,1,2025-02-16
3261,3261,567,3286.9,147,2024-03-20
3262,3262,466,7931.23,247,2024-11-08
3263,3263,112,2570.84,216,2024-11-25
3264,3264,229,1117.49,178,2024-12-16
3265,3265,498,8544.31,50,2024-04-10
3266,3266,36,5032.35,258,2024-05-04
3267,3267,482,6093.58,259,2024-11-04
3268,3268,547,7266.88,308,2024-09-03
3269,3269,490,7157.87,66,2025-03-16
3270,3270,84,8911.41,434,2024-04-08
3271,3271,93,7949.59,473,2024-07-08
3272,3272,432,6507.15,212,2024-06-20
3273,3273,274,5070.7,410,2024-12-03
3274,3274,113,8661.87,147,2025-03-12
3275,3275,322,9688.51,321,2024-06-13
3276,3276,284,4059.4,96,2024-11-06
3277,3277,49,2983.08,211,2024-12-16
3278,3278,522,1742.1,473,2024-08-04
3279,3279,125,1235.2,403,2024-05-19
3280,3280,178,5239.09,186,2024-07-15
3281,3281,113,1637.47,149,2025-02-27
3282,3282,72,832.14,353,2024-06-25
3283,3283,71,1160.01,440,2024-11-30
3284,3284,590,7954.89,27,2025-03-04
3285,3285,209,9849.8,80,2024-08-15
3286,3286,209,6045.81,283,2024-09-03
3287,3287,161,5282.61,289,2025-01-17
3288,3288,485,12.48,175,2024-06-21
3289,3289,19,7045.73,456,2024-12-04
3290,3290,346,9591.13,283,2024-07-04
3291,3291,207,4985.85,0,2025-03-16
3292,3292,162,1032.35,171,2024-03-28
3293,3293,559,5902.0,478,2024-12-31
3294,3294,5,6.09,459,2025-02-06
3295,3295,279,2254.52,72,2025-03-01
3296,3296,450,1746.89,402,2024-12-07
3297,3297,416,5372.99,379,2024-06-04
3298,3298,137,7033.48,126,2024-12-24
3299,3299,250,632.88,129,2025-01-24
3300,3300,186,4217.06,263,2024-04-13
3301,3301,509,5194.65,255,2024-11-24
3302,3302,288,6128.79,23,2024-09-03
3303,3303,562,8452.17,82,2024-12-29
3304,3304,390,3929.95,141,2024-10-06
3305,3305,488,9965.89,275,2024-03-18
3306,3306,161,5846.13,221,2024-04-07
3307,3307,405,790.28,242,2024-04-17
3308,3308,145,9488.88,469,2025-03-14
3309,3309,416,9913.88,59,2024-06-02
3310,3310,204,1982.82,352,2025-02-03
3311,3311,2,8103.15,426,2024-08-05
3312,3312,559,172.2,40,2024-11-28
3313,3313,435,5313.46,259,2024-09-30
3314,3314,25,7592.18,284,2024-05-15
3315,3315,73,5609.64,66,2025-03-08
3316,3316,549,9003.56,308,2024-06-23
3317,3317,160,1079.59,144,2024-08-28
3318,3318,468,7481.19,235,2024-05-18
3319,3319,271,8374.15,313,2024-05-27
3320,3320,600,5374.41,62,2025-03-13
3321,3321,269,3929.89,457,2025-02-03
3322,3322,443,415.59,20,2024-03-28
3323,3323,244,7564.93,440,2025-02-16
3324,3324,95,8373.69,169,2024-11-17
3325,3325,550,3302.29,263,2025-02-15
3326,3326,335,670.28,213,2024-04-24
3327,3327,493,8965.41,202,2024-09-12
3328,3328,339,3634.89,254,2024-04-14
3329,3329,439,9189.47,402,2024-05-07
3330,3330,383,1088.98,66,2024-11-19
3331,3331,336,4026.96,441,2024-08-03
3332,3332,215,5409.8,484,2025-01-16
3333,3333,324,3776.25,366,2024-12-29
3334,3334,472,7301.2,0,2025-01-27
3335,3335,375,5303.6,184,2024-07-13
3336,3336,36,8316.92,226,2024-07-24
3337,3337,88,7687.94,440,2024-11-29
3338,3338,160,4362.61,355,2025-03-11
3339,3339,286,4687.53,192,2024-03-26
3340,3340,285,6292.09,189,2024-06-26
3341,3341,29,9330.65,144,2024-12-01
3342,3342,35,6680.66,411,2024-09-08
3343,3343,461,2743.45,192,2024-12-07
3344,3344,561,2158.33,415,2024-05-24
3345,3345,163,8907.7,198,2024-08-20
3346,3346,446,5065.1,414,2024-08-23
3347,3347,324,9983.61,52,2024-06-29
3348,3348,137,3413.72,482,2024-09-20
3349,3349,203,5761.73,500,2025-02-07
3350,3350,590,908.53,324,2024-08-27
3351,3351,129,4627.56,393,2024-10-03
3352,3352,372,589.6,490,2025-03-13
3353,3353,69,9023.56,273,2024-04-25
3354,3354,269,1295.46,51,2024-07-21
3355,3355,257,4647.83,90,2024-07-05
3356,3356,19,1502.46,371,2024-09-25
3357,3357,102,7646.43,290,2024-08-16
3358,3358,210,3317.61,167,2024-12-14
3359,3359,251,8883.78,412,2024-06-20
3360,3360,434,8441.68,277,2024-06-17
3361,3361,86,9664.94,462,2024-05-02
3362,3362,317,9653.88,12,2024-10-11
3363,3363,596,7906.36,28,2024-10-03
3364,3364,421,779.36,387,2025-03-06
3365,3365,567,1416.18,5,2025-03-10
3366,3366,475,6699.88,337,2024-10-31
3367,3367,355,4924.22,475,2024-04-05
3368,3368,56,4614.94,434,2024-09-15
3369,3369,140,7307.96,53,2024-06-24
3370,3370,70,1863.57,49,2024-06-02
3371,3371,559,1783.45,180,2025-01-07
3372,3372,510,1013.58,481,2025-01-24
3373,3373,102,6142.38,293,2024-07-07
3374,3374,33,9239.8,408,2024-06-17
3375,3375,0,8993.58,110,2024-03-20
3376,3376,115,6605.75,336,2024-05-22
3377,3377,27,9056.93,81,2024-10-24
3378,3378,103,4805.94,309,2024-11-06
3379,3379,468,8852.61,9,2025-02-26
3380,3380,584,290.36,267,2024-06-07
3381,3381,554,3184.7,339,2024-09-09
3382,3382,253,3194.26,173,2024-12-15
3383,3383,12,9072.54,279,2024-12-25
3384,3384,36,7234.09,353,2024-04-09
3385,3385,592,9029.79,425,2025-03-06
3386,3386,414,1080.4,113,2024-12-16
3387,3387,258,1238.23,78,2024-03-20
3388,3388,428,6405.04,36,2024-08-12
3389,3389,125,8192.05,18,2025-02-11
3390,3390,403,3112.44,278,2024-12-15
3391,3391,334,9102.8,114,2024-05-10
3392,3392,120,7828.1,36,2025-01-03
3393,3393,184,5732.04,113,2024-08-25
3394,3394,509,312.99,282,2024-05-15
3395,3395,95,4050.06,273,2024-08-07
3396,3396,84,9528.86,220,2024-08-05
3397,3397,48,1478.68,322,2025-01-24
3398,3398,330,3882.74,117,2024-05-16
3399,3399,162,8279.84,365,2024-12-18
3400,3400,460,4298.69,90,2024-10-26
3401,3401,17,1256.02,107,2024-10-25
3402,3402,203,7854.94,129,2024-12-08
3403,3403,233,2811.36,346,2024-08-02
3404,3404,124,4810.56,139,2024-03-18
3405,3405,436,1594.68,340,2025-03-12
3406,3406,206,9803.26,368,2024-12-25
3407,3407,329,481.06,261,2024-05-26
3408,3408,217,2879.12,119,2025-01-11
3409,3409,557,4367.03,203,2024-08-15
3410,3410,50,6561.84,288,2024-05-01
3411,3411,88,2156.53,202,2024-04-29
3412,3412,54,15.82,362,2024-11-23
3413,3413,225,9972.13,88,2024-10-25
3414,3414,116,5838.76,421,2025-01-15
3415,3415,560,3316.61,15,2025-02-05
3416,3416,278,9643.53,481,2025-02-03
3417,3417,486,1018.06,385,2025-01-22
3418,3418,218,1429.43,149,2024-09-09
3419,3419,203,5103.98,253,2024-10-24
3420,3420,556,4047.75,82,2025-02-11
3421,3421,95,42.3,253,2025-02-09
3422,3422,153,9641.73,77,2024-07-25
3423,3423,289,3234.27,474,2025-03-09
3424,3424,21,8311.21,433,2024-04-11
3425,3425,210,5976.01,178,2025-02-19
3426,3426,539,412.59,378,2024-08-07
3427,3427,14,9711.55,223,2025-02-02
3428,3428,55,5913.37,490,2024-04-18
3429,3429,241,568.57,278,2025-02-03
3430,3430,3,4761.81,245,2024-08-05
3431,3431,307,1137.3,393,2024-11-27
3432,3432,463,9289.4,304,2024-11-25
3433,3433,273,9913.17,226,2025-01-26
3434,3434,56,4046.69,385,2024-09-26
3435,3435,189,5363.53,294,2025-03-09
3436,3436,219,5256.57,420,2024-05-31
3437,3437,347,455.02,277,2024-08-19
3438,3438,496,3048.48,261,2025-03-07
3439,3439,528,3940.9,196,2024-03-17
3440,3440,150,9807.72,334,2024-11-01
3441,3441,251,2804.95,193,2024-08-28
3442,3442,344,6060.43,222,2024-12-18
3443,3443,75,8948.97,292,2024-09-04
3444,3444,463,6127.82,388,2024-12-19
3445,3445,34,3379.18,457,2024-06-11
3446,3446,542,6255.79,327,2024-04-14
3447,3447,454,9785.74,471,2024-06-26
3448,3448,365,5726.48,303,2024-09-22
3449,3449,207,9890.87,78,2025-01-21
3450,3450,587,8274.68,427,2024-05-28
3451,3451,128,2988.39,112,2024-04-18
3452,3452,519,8254.91,222,2024-04-10
3453,3453,357,6169.58,462,2025-02-08
3454,3454,62,333.16,353,2024-04-10
3455,3455,215,5473.38,485,2025-03-04
3456,3456,528,8863.86,167,2024-09-01
3457,3457,242,1658.7,340,2025-02-02
3458,3458,545,5743.33,329,2024-10-20
3459,3459,173,9558.83,39,2024-05-04
3460,3460,413,1267.06,357,2024-04-17
3461,3461,307,8630.47,14,2024-12-14
3462,3462,294,6755.33,339,2025-02-11
3463,3463,119,5073.31,277,2025-03-03
3464,3464,261,7562.72,112,2024-04-30
3465,3465,75,9244.31,36,2024-07-11
3466,3466,355,1133.85,42,2024-05-09
3467,3467,383,8074.93,61,2024-03-17
3468,3468,45,2119.35,463,2025-03-02
3469,3469,452,6261.45,443,2024-06-02
3470,3470,94,6872.75,378,2025-02-26
3471,3471,591,457.63,299,2024-10-27
3472,3472,313,6339.94,321,2025-03-15
