billing_id,customer_id,bill_date,amount_due,payment_status,payment_method
2530,2530,2025-01-24,275.93,Paid,PayPal
2531,2531,2024-07-20,24.01,Paid,PayPal
2532,2532,2024-07-15,33.15,Unpaid,Bank Transfer
2533,2533,2024-04-28,38.8,Paid,Cash
2534,2534,2024-09-16,16.68,Unpaid,Cash
2535,2535,2025-02-13,243.76,Unpaid,Cash
2536,2536,2025-01-18,86.85,Unpaid,Bank Transfer
2537,2537,2024-12-10,234.52,Paid,PayPal
2538,2538,2024-07-08,267.74,Pending,Cash
2539,2539,2024-05-24,156.68,Paid,PayPal
2540,2540,2025-01-01,115.4,Unpaid,Credit Card
2541,2541,2024-08-22,277.9,Pending,Credit Card
2542,2542,2024-06-15,143.55,Pending,PayPal
2543,2543,2024-09-15,189.82,Unpaid,Bank Transfer
2544,2544,2024-11-22,66.02,Unpaid,Bank Transfer
2545,2545,2024-11-19,71.65,Unpaid,Credit Card
2546,2546,2025-03-06,53.2,Unpaid,Cash
2547,2547,2024-05-20,29.78,Pending,Bank Transfer
2548,2548,2024-07-16,131.55,Pending,Credit Card
2549,2549,2025-01-05,285.63,Paid,PayPal
2550,2550,2024-03-25,16.42,Pending,Bank Transfer
2551,2551,2024-11-20,39.64,Paid,Bank Transfer
2552,2552,2024-08-27,51.06,Paid,Bank Transfer
2553,2553,2024-08-30,129.76,Pending,Bank Transfer
2554,2554,2024-11-09,202.27,Pending,PayPal
2555,2555,2024-05-23,151.34,Pending,Credit Card
2556,2556,2025-02-07,160.87,Unpaid,Bank Transfer
2557,2557,2024-10-22,277.57,Paid,Credit Card
2558,2558,2025-02-28,160.66,Pending,Credit Card
2559,2559,2024-11-17,72.58,Paid,Cash
2560,2560,2024-04-27,114.81,Paid,Cash
2561,2561,2024-06-23,243.04,Paid,Bank Transfer
2562,2562,2025-03-10,167.05,Pending,Bank Transfer
2563,2563,2024-11-26,115.57,Pending,Bank Transfer
2564,2564,2025-02-18,74.47,Paid,Cash
2565,2565,2024-11-04,237.54,Pending,Credit Card
2566,2566,2024-04-20,154.99,Unpaid,PayPal
2567,2567,2024-07-25,283.9,Pending,Cash
2568,2568,2025-01-28,87.56,Paid,Credit Card
2569,2569,2024-11-16,287.68,Pending,Cash
2570,2570,2024-09-02,64.63,Paid,PayPal
2571,2571,2025-03-08,215.68,Unpaid,PayPal
2572,2572,2025-03-11,36.45,Unpaid,Credit Card
2573,2573,2024-08-22,67.86,Paid,Credit Card
2574,2574,2025-02-16,259.44,Pending,Credit Card
2575,2575,2024-04-23,82.42,Unpaid,Cash
2576,2576,2024-11-05,29.27,Paid,Bank Transfer
2577,2577,2024-12-19,102.02,Paid,Cash
2578,2578,2024-06-16,21.7,Paid,PayPal
2579,2579,2024-12-16,56.09,Paid,PayPal
2580,2580,2024-06-08,235.74,Unpaid,PayPal
2581,2581,2024-08-27,79.92,Paid,Bank Transfer
2582,2582,2024-12-19,218.03,Unpaid,Credit Card
2583,2583,2024-12-10,243.88,Paid,Cash
2584,2584,2024-08-05,139.92,Unpaid,Bank Transfer
2585,2585,2025-02-05,298.43,Paid,Cash
2586,2586,2024-08-27,195.9,Unpaid,PayPal
2587,2587,2024-06-08,245.66,Pending,Bank Transfer
2588,2588,2025-01-06,112.67,Unpaid,Bank Transfer
2589,2589,2024-05-25,57.9,Unpaid,Credit Card
2590,2590,2024-09-24,70.92,Unpaid,Cash
2591,2591,2025-01-17,284.66,Pending,Bank Transfer
2592,2592,2024-04-16,43.83,Pending,PayPal
2593,2593,2024-05-23,209.98,Pending,Credit Card
2594,2594,2024-09-20,178.91,Pending,Bank Transfer
2595,2595,2024-08-27,298.21,Paid,PayPal
2596,2596,2024-11-05,211.29,Pending,Credit Card
2597,2597,2025-02-20,10.13,Paid,Credit Card
2598,2598,2024-07-10,184.75,Pending,Cash
2599,2599,2024-07-25,155.82,Unpaid,Cash
2600,2600,2024-03-28,20.3,Paid,Bank Transfer
2601,2601,2024-10-25,174.51,Paid,Credit Card
2602,2602,2024-11-13,172.01,Paid,Credit Card
2603,2603,2025-01-09,241.92,Unpaid,Credit Card
2604,2604,2024-03-27,22.96,Unpaid,Cash
2605,2605,2024-06-18,99.73,Unpaid,Bank Transfer
2606,2606,2024-08-03,191.89,Unpaid,PayPal
2607,2607,2024-09-23,264.41,Pending,PayPal
2608,2608,2024-11-19,215.09,Unpaid,Cash
2609,2609,2024-12-11,205.07,Pending,Bank Transfer
2610,2610,2024-05-18,268.52,Paid,Cash
2611,2611,2025-01-26,66.81,Unpaid,Cash
2612,2612,2024-03-31,81.54,Unpaid,Bank Transfer
2613,2613,2024-10-16,88.91,Unpaid,Cash
2614,2614,2025-01-11,229.76,Pending,PayPal
2615,2615,2024-04-13,228.14,Unpaid,Bank Transfer
2616,2616,2024-08-26,88.0,Paid,Bank Transfer
2617,2617,2025-02-08,188.54,Pending,Bank Transfer
2618,2618,2025-02-02,186.99,Unpaid,Bank Transfer
2619,2619,2024-06-11,95.2,Pending,Cash
2620,2620,2024-10-25,146.73,Pending,PayPal
2621,2621,2024-11-04,119.61,Pending,Credit Card
2622,2622,2025-01-27,35.89,Pending,Bank Transfer
2623,2623,2024-04-01,19.98,Pending,PayPal
2624,2624,2025-01-08,121.88,Pending,Credit Card
2625,2625,2025-01-04,243.22,Unpaid,Bank Transfer
2626,2626,2024-10-07,184.69,Unpaid,PayPal
2627,2627,2025-01-10,289.39,Unpaid,PayPal
2628,2628,2024-09-03,90.89,Paid,Credit Card
2629,2629,2024-08-16,290.19,Pending,Cash
2630,2630,2024-06-26,228.81,Unpaid,Bank Transfer
2631,2631,2024-08-07,235.49,Paid,PayPal
2632,2632,2024-10-13,261.86,Pending,Bank Transfer
2633,2633,2024-08-30,233.26,Pending,Cash
2634,2634,2024-09-03,142.14,Paid,PayPal
2635,2635,2024-12-20,83.03,Unpaid,Credit Card
2636,2636,2024-09-13,282.1,Pending,Bank Transfer
2637,2637,2024-04-05,137.61,Pending,PayPal
2638,2638,2024-08-05,235.01,Pending,Bank Transfer
2639,2639,2025-01-05,256.27,Unpaid,Bank Transfer
2640,2640,2025-03-03,95.18,Pending,Cash
2641,2641,2024-06-03,202.96,Pending,Cash
2642,2642,2024-08-14,14.09,Paid,Credit Card
2643,2643,2025-03-15,137.51,Unpaid,Credit Card
2644,2644,2024-04-26,270.97,Paid,Bank Transfer
2645,2645,2025-01-10,164.78,Paid,Cash
2646,2646,2024-05-17,45.76,Paid,Cash
2647,2647,2024-10-19,27.16,Unpaid,Bank Transfer
2648,2648,2025-02-01,99.11,Pending,PayPal
2649,2649,2024-11-05,212.06,Pending,PayPal
2650,2650,2025-01-19,45.51,Paid,Bank Transfer
2651,2651,2024-09-02,109.27,Unpaid,Credit Card
2652,2652,2024-08-03,267.2,Unpaid,Credit Card
2653,2653,2024-08-17,39.37,Pending,Bank Transfer
2654,2654,2025-01-02,28.24,Pending,Credit Card
2655,2655,2025-03-09,72.05,Unpaid,Credit Card
2656,2656,2024-10-20,29.19,Paid,PayPal
2657,2657,2024-06-11,96.32,Pending,Bank Transfer
2658,2658,2024-03-19,97.31,Unpaid,Bank Transfer
2659,2659,2024-05-12,213.7,Paid,Cash
2660,2660,2024-12-09,256.45,Unpaid,Bank Transfer
2661,2661,2024-11-19,169.95,Pending,Credit Card
2662,2662,2025-02-15,49.39,Pending,PayPal
2663,2663,2024-08-29,13.67,Paid,PayPal
2664,2664,2024-04-26,26.88,Paid,PayPal
2665,2665,2024-09-19,49.76,Pending,Bank Transfer
2666,2666,2024-08-18,64.48,Pending,Bank Transfer
2667,2667,2024-07-29,185.37,Pending,Bank Transfer
2668,2668,2024-08-17,270.73,Paid,Bank Transfer
2669,2669,2024-12-10,156.43,Unpaid,PayPal
2670,2670,2024-10-19,224.09,Unpaid,Credit Card
2671,2671,2024-07-11,187.41,Pending,Credit Card
2672,2672,2024-08-21,115.95,Pending,Bank Transfer
2673,2673,2024-06-15,287.04,Paid,Bank Transfer
2674,2674,2025-02-18,98.44,Pending,PayPal
2675,2675,2024-06-21,82.47,Paid,Credit Card
2676,2676,2024-12-29,230.07,Paid,Bank Transfer
2677,2677,2024-08-15,64.67,Unpaid,Bank Transfer
2678,2678,2024-07-19,95.56,Paid,Credit Card
2679,2679,2024-07-18,14.42,Paid,Credit Card
2680,2680,2024-08-07,207.09,Unpaid,Credit Card
2681,2681,2025-01-13,205.74,Paid,PayPal
2682,2682,2024-03-26,298.38,Unpaid,Bank Transfer
2683,2683,2024-04-21,90.03,Paid,Bank Transfer
2684,2684,2024-06-21,236.57,Paid,Cash
2685,2685,2024-12-04,58.36,Paid,Cash
2686,2686,2024-04-02,139.86,Unpaid,Cash
2687,2687,2025-03-14,81.09,Unpaid,Credit Card
2688,2688,2025-01-24,293.64,Pending,Cash
2689,2689,2024-07-15,102.41,Unpaid,Cash
2690,2690,2024-04-26,119.24,Paid,Bank Transfer
2691,2691,2024-09-19,135.33,Pending,Credit Card
2692,2692,2025-01-22,158.6,Paid,Bank Transfer
2693,2693,2024-12-15,185.1,Pending,PayPal
2694,2694,2024-05-16,299.95,Paid,Credit Card
2695,2695,2024-11-17,218.87,Pending,Bank Transfer
2696,2696,2024-11-08,236.5,Unpaid,Credit Card
2697,2697,2024-09-21,54.26,Unpaid,Cash
2698,2698,2024-07-30,146.94,Paid,Bank Transfer
2699,2699,2024-11-04,248.97,Pending,Credit Card
2700,2700,2024-12-04,162.14,Unpaid,Bank Transfer
2701,2701,2024-03-31,254.18,Unpaid,PayPal
2702,2702,2024-05-24,284.8,Unpaid,PayPal
2703,2703,2024-10-08,245.85,Paid,Cash
2704,2704,2024-05-25,62.49,Pending,PayPal
2705,2705,2024-04-24,139.82,Unpaid,PayPal
2706,2706,2024-09-03,230.49,Unpaid,Bank Transfer
2707,2707,2024-09-08,77.69,Pending,Cash
2708,2708,2025-02-19,255.2,Pending,PayPal
2709,2709,2024-05-03,251.47,Pending,PayPal
2710,2710,2024-12-29,188.69,Paid,Cash
2711,2711,2024-08-06,218.63,Pending,Bank Transfer
2712,2712,2024-11-13,159.04,Pending,Bank Transfer
2713,2713,2025-01-18,153.55,Paid,Cash
2714,2714,2025-02-05,94.18,Paid,Credit Card
2715,2715,2024-12-26,135.13,Pending,PayPal
2716,2716,2025-02-08,36.04,Unpaid,Bank Transfer
2717,2717,2024-11-06,147.54,Unpaid,Cash
2718,2718,2025-01-24,91.88,Unpaid,Credit Card
2719,2719,2024-07-25,50.65,Paid,Cash
2720,2720,2025-01-01,11.57,Paid,Credit Card
2721,2721,2024-03-29,193.38,Paid,Cash
2722,2722,2024-08-27,85.14,Unpaid,Bank Transfer
2723,2723,2024-09-18,286.25,Pending,PayPal
2724,2724,2024-04-03,282.95,Pending,Cash
2725,2725,2025-01-09,46.76,Paid,Credit Card
2726,2726,2025-03-12,101.53,Pending,Cash
2727,2727,2024-10-30,252.39,Pending,Bank Transfer
2728,2728,2024-11-21,269.43,Unpaid,Credit Card
2729,2729,2024-07-15,46.3,Unpaid,Bank Transfer
2730,2730,2024-07-19,103.09,Pending,Bank Transfer
2731,2731,2024-07-30,237.75,Paid,Bank Transfer
2732,2732,2024-12-06,247.79,Paid,PayPal
2733,2733,2024-08-14,296.23,Unpaid,Credit Card
2734,2734,2024-09-12,235.7,Unpaid,Bank Transfer
2735,2735,2024-07-09,247.79,Unpaid,Bank Transfer
2736,2736,2024-08-06,175.3,Pending,Cash
2737,2737,2024-11-25,117.44,Unpaid,Credit Card
2738,2738,2025-01-24,175.89,Unpaid,PayPal
2739,2739,2024-06-18,102.61,Pending,Cash
2740,2740,2025-01-24,100.42,Paid,Bank Transfer
2741,2741,2024-09-07,188.61,Unpaid,Bank Transfer
2742,2742,2024-05-04,157.52,Unpaid,Cash
2743,2743,2024-11-11,255.59,Paid,Credit Card
2744,2744,2025-01-08,264.55,Pending,Credit Card
2745,2745,2024-05-04,24.09,Pending,Credit Card
2746,2746,2024-04-14,226.12,Unpaid,PayPal
2747,2747,2025-02-20,127.63,Unpaid,Credit Card
2748,2748,2024-07-31,89.79,Paid,Bank Transfer
2749,2749,2024-10-19,216.86,Paid,Bank Transfer
2750,2750,2024-09-10,43.57,Paid,PayPal
2751,2751,2024-06-19,140.57,Unpaid,Cash
2752,2752,2024-12-26,76.15,Pending,PayPal
2753,2753,2025-01-18,21.12,Paid,Cash
2754,2754,2024-10-29,229.25,Unpaid,Cash
2755,2755,2024-06-16,80.03,Pending,Credit Card
2756,2756,2024-11-12,205.08,Pending,Credit Card
2757,2757,2024-09-23,272.38,Unpaid,PayPal
2758,2758,2025-02-13,290.47,Pending,Bank Transfer
2759,2759,2024-12-16,68.01,Paid,PayPal
2760,2760,2025-03-04,37.43,Paid,Credit Card
2761,2761,2024-05-06,182.02,Paid,Cash
2762,2762,2024-09-15,259.18,Paid,Cash
2763,2763,2024-04-19,285.88,Unpaid,Cash
2764,2764,2024-03-21,146.64,Unpaid,Credit Card
2765,2765,2024-11-13,108.92,Paid,Credit Card
2766,2766,2024-09-17,160.03,Pending,Bank Transfer
2767,2767,2024-11-15,95.14,Paid,Cash
2768,2768,2025-02-01,276.09,Unpaid,Credit Card
2769,2769,2024-03-24,127.85,Paid,Credit Card
2770,2770,2024-10-07,166.57,Unpaid,Bank Transfer
2771,2771,2024-03-16,239.49,Pending,Credit Card
2772,2772,2024-07-28,57.73,Paid,PayPal
2773,2773,2024-09-19,214.49,Pending,Cash
2774,2774,2025-01-23,212.64,Pending,Bank Transfer
2775,2775,2025-02-16,184.46,Pending,PayPal
2776,2776,2024-08-17,57.25,Pending,PayPal
2777,2777,2024-03-31,30.34,Pending,Credit Card
2778,2778,2024-07-02,50.3,Pending,PayPal
2779,2779,2024-10-16,205.69,Unpaid,PayPal
2780,2780,2024-12-26,62.92,Paid,Credit Card
2781,2781,2024-05-06,296.53,Paid,Cash
2782,2782,2024-11-15,241.29,Unpaid,PayPal
2783,2783,2024-12-26,267.34,Pending,Credit Card
2784,2784,2024-05-30,296.83,Pending,Bank Transfer
2785,2785,2024-12-06,166.09,Pending,PayPal
2786,2786,2024-12-14,281.88,Pending,Bank Transfer
2787,2787,2024-12-24,167.97,Paid,PayPal
2788,2788,2024-10-19,93.01,Pending,Cash
2789,2789,2025-01-29,274.99,Unpaid,Credit Card
2790,2790,2025-01-10,151.51,Paid,PayPal
2791,2791,2024-07-24,43.29,Unpaid,PayPal
2792,2792,2024-08-21,251.99,Paid,Credit Card
2793,2793,2024-10-12,265.06,Pending,Cash
2794,2794,2025-02-21,137.39,Paid,Cash
2795,2795,2024-11-01,210.54,Unpaid,Bank Transfer
2796,2796,2024-12-12,136.04,Paid,Bank Transfer
2797,2797,2025-02-11,92.44,Unpaid,Credit Card
2798,2798,2025-02-13,16.66,Unpaid,Cash
2799,2799,2024-07-27,102.87,Paid,Cash
2800,2800,2024-05-08,145.38,Paid,Bank Transfer
2801,2801,2025-02-04,275.06,Pending,Credit Card
2802,2802,2024-05-21,33.66,Pending,Cash
2803,2803,2024-08-25,16.13,Paid,Credit Card
2804,2804,2024-09-25,199.35,Paid,Credit Card
2805,2805,2024-05-10,297.96,Paid,Bank Transfer
2806,2806,2025-03-02,268.89,Unpaid,Bank Transfer
2807,2807,2024-08-19,13.93,Paid,Bank Transfer
2808,2808,2024-07-28,106.8,Paid,Cash
2809,2809,2025-02-05,51.77,Unpaid,Cash
2810,2810,2024-06-12,60.96,Pending,Credit Card
2811,2811,2025-02-23,256.52,Paid,Cash
2812,2812,2024-12-08,158.63,Unpaid,Credit Card
2813,2813,2024-09-30,186.65,Pending,Credit Card
2814,2814,2024-09-19,47.78,Unpaid,Credit Card
2815,2815,2024-09-18,87.03,Pending,PayPal
2816,2816,2025-02-14,123.94,Pending,PayPal
2817,2817,2024-06-04,270.42,Pending,Cash
2818,2818,2024-05-20,202.99,Pending,PayPal
2819,2819,2024-04-30,86.08,Paid,PayPal
2820,2820,2025-03-12,129.96,Unpaid,Cash
2821,2821,2024-12-14,230.12,Pending,Bank Transfer
2822,2822,2025-03-09,93.22,Paid,PayPal
2823,2823,2024-12-06,159.4,Unpaid,Credit Card
2824,2824,2024-07-03,83.41,Unpaid,PayPal
2825,2825,2025-03-13,10.32,Pending,Credit Card
2826,2826,2024-09-06,233.12,Pending,Credit Card
2827,2827,2024-05-30,253.69,Unpaid,Credit Card
2828,2828,2024-12-13,205.69,Paid,Cash
2829,2829,2024-11-08,264.65,Unpaid,Bank Transfer
2830,2830,2024-05-10,36.39,Paid,Credit Card
2831,2831,2024-05-26,104.17,Pending,Cash
2832,2832,2024-05-22,261.63,Pending,Bank Transfer
2833,2833,2024-09-17,100.93,Paid,Bank Transfer
2834,2834,2025-01-12,110.51,Paid,Bank Transfer
2835,2835,2024-05-19,73.58,Pending,Cash
2836,2836,2024-08-14,215.14,Unpaid,Bank Transfer
2837,2837,2024-08-22,199.37,Pending,Cash
2838,2838,2025-02-06,230.59,Unpaid,Bank Transfer
2839,2839,2025-01-13,235.25,Paid,Bank Transfer
2840,2840,2024-08-30,29.59,Paid,PayPal
2841,2841,2024-05-10,99.41,Unpaid,Cash
2842,2842,2024-07-31,146.13,Pending,Cash
2843,2843,2024-07-26,218.55,Pending,Bank Transfer
2844,2844,2024-06-27,238.16,Pending,PayPal
2845,2845,2025-01-02,69.56,Pending,PayPal
2846,2846,2024-12-18,169.47,Unpaid,Cash
2847,2847,2024-07-15,54.95,Paid,Bank Transfer
2848,2848,2025-02-18,137.28,Paid,PayPal
2849,2849,2024-08-07,144.79,Paid,Bank Transfer
2850,2850,2024-04-26,191.48,Pending,Bank Transfer
2851,2851,2025-01-30,231.32,Unpaid,Bank Transfer
2852,2852,2024-09-19,256.99,Unpaid,Bank Transfer
2853,2853,2024-03-26,23.29,Pending,Bank Transfer
2854,2854,2024-10-30,202.33,Unpaid,PayPal
2855,2855,2024-11-25,50.56,Unpaid,Cash
2856,2856,2025-03-16,84.48,Pending,Credit Card
2857,2857,2024-06-06,278.2,Pending,PayPal
2858,2858,2024-07-20,124.32,Paid,Bank Transfer
2859,2859,2024-06-01,125.7,Pending,PayPal
2860,2860,2024-05-01,201.31,Unpaid,PayPal
2861,2861,2024-12-17,143.15,Unpaid,Credit Card
2862,2862,2024-09-17,43.92,Unpaid,Credit Card
2863,2863,2024-09-16,278.93,Unpaid,Cash
2864,2864,2024-12-12,260.89,Unpaid,Credit Card
2865,2865,2024-06-17,88.0,Paid,Credit Card
2866,2866,2024-06-11,63.35,Unpaid,Bank Transfer
2867,2867,2025-03-05,258.51,Unpaid,Credit Card
2868,2868,2024-10-16,170.2,Unpaid,Cash
2869,2869,2024-06-05,199.96,Unpaid,Credit Card
2870,2870,2024-10-03,100.12,Paid,PayPal
2871,2871,2024-11-19,275.11,Paid,Credit Card
2872,2872,2024-12-27,298.39,Pending,Cash
2873,2873,2024-06-13,113.81,Unpaid,Cash
2874,2874,2024-08-27,106.88,Unpaid,PayPal
2875,2875,2025-01-23,175.72,Paid,Bank Transfer
2876,2876,2024-11-16,29.77,Paid,PayPal
2877,2877,2024-10-21,179.7,Unpaid,Bank Transfer
2878,2878,2024-06-09,56.5,Paid,Cash
2879,2879,2024-04-11,34.54,Paid,Bank Transfer
2880,2880,2025-02-02,59.87,Paid,Credit Card
2881,2881,2024-05-27,72.52,Unpaid,Credit Card
2882,2882,2024-06-16,252.42,Pending,Cash
2883,2883,2024-06-21,189.71,Paid,Cash
2884,2884,2024-11-02,232.17,Unpaid,Bank Transfer
2885,2885,2025-01-07,144.1,Pending,Cash
2886,2886,2024-11-29,142.7,Pending,Credit Card
2887,2887,2024-12-24,202.7,Pending,Cash
2888,2888,2025-01-27,108.24,Paid,Bank Transfer
2889,2889,2024-06-09,150.32,Paid,Bank Transfer
2890,2890,2025-01-25,197.76,Unpaid,Bank Transfer
2891,2891,2024-06-29,172.42,Unpaid,Credit Card
2892,2892,2024-08-16,190.9,Paid,Cash
2893,2893,2024-10-28,223.38,Pending,PayPal
2894,2894,2024-09-08,213.52,Paid,Credit Card
2895,2895,2025-01-23,127.85,Paid,Bank Transfer
2896,2896,2024-05-26,76.33,Paid,Bank Transfer
2897,2897,2024-10-26,190.48,Paid,Bank Transfer
2898,2898,2025-03-12,279.65,Unpaid,Bank Transfer
2899,2899,2024-07-26,266.53,Unpaid,Cash
2900,2900,2024-10-26,192.5,Unpaid,Cash
2901,2901,2025-02-14,103.14,Paid,PayPal
2902,2902,2024-07-28,39.35,Unpaid,Credit Card
2903,2903,2024-12-15,142.78,Unpaid,Bank Transfer
2904,2904,2024-12-18,104.88,Pending,Credit Card
2905,2905,2024-10-21,21.13,Pending,Credit Card
2906,2906,2024-04-14,15.69,Paid,PayPal
2907,2907,2024-10-14,91.33,Paid,PayPal
2908,2908,2024-04-16,11.37,Pending,Bank Transfer
2909,2909,2024-03-21,115.96,Unpaid,Cash
2910,2910,2024-11-21,13.41,Pending,Bank Transfer
2911,2911,2024-06-17,31.09,Paid,Cash
2912,2912,2025-03-14,26.97,Paid,Bank Transfer
2913,2913,2024-12-13,172.71,Paid,PayPal
2914,2914,2024-11-20,148.74,Unpaid,Credit Card
2915,2915,2025-01-03,291.65,Unpaid,Bank Transfer
2916,2916,2024-07-26,94.69,Unpaid,Bank Transfer
2917,2917,2024-10-20,143.47,Paid,Credit Card
2918,2918,2024-04-28,192.4,Paid,Bank Transfer
2919,2919,2024-11-08,289.29,Unpaid,PayPal
2920,2920,2025-03-02,174.48,Unpaid,PayPal
2921,2921,2025-02-25,132.7,Unpaid,Bank Transfer
2922,2922,2024-12-06,231.22,Pending,Cash
2923,2923,2024-12-09,208.21,Unpaid,Bank Transfer
2924,2924,2024-07-31,93.89,Pending,PayPal
2925,2925,2025-02-22,96.71,Unpaid,Bank Transfer
2926,2926,2024-08-16,232.94,Pending,PayPal
2927,2927,2024-09-06,286.42,Unpaid,Credit Card
2928,2928,2025-01-04,81.03,Unpaid,Credit Card
2929,2929,2024-07-06,176.49,Unpaid,Bank Transfer
2930,2930,2024-11-11,200.43,Unpaid,Cash
2931,2931,2024-11-30,96.86,Unpaid,PayPal
2932,2932,2024-07-08,209.17,Unpaid,Cash
2933,2933,2024-11-16,56.43,Paid,Bank Transfer
2934,2934,2024-10-13,206.01,Paid,Cash
2935,2935,2025-01-19,56.84,Unpaid,PayPal
2936,2936,2024-09-21,206.59,Pending,PayPal
2937,2937,2024-10-28,21.39,Pending,Credit Card
2938,2938,2024-10-15,280.3,Unpaid,PayPal
2939,2939,2024-09-08,179.48,Unpaid,Cash
2940,2940,2024-04-14,162.43,Pending,Credit Card
2941,2941,2025-02-23,217.06,Unpaid,Bank Transfer
2942,2942,2024-07-26,164.11,Paid,Cash
2943,2943,2024-10-30,59.87,Unpaid,Bank Transfer
2944,2944,2025-01-24,221.32,Unpaid,Credit Card
2945,2945,2024-07-19,167.09,Unpaid,Cash
2946,2946,2024-11-28,159.19,Unpaid,Credit Card
2947,2947,2024-05-16,17.84,Unpaid,Bank Transfer
2948,2948,2024-08-23,278.28,Paid,Cash
2949,2949,2024-04-21,149.47,Unpaid,Bank Transfer
2950,2950,2025-02-16,259.73,Pending,Bank Transfer
2951,2951,2024-07-04,89.77,Paid,Cash
2952,2952,2024-05-06,276.78,Unpaid,Bank Transfer
2953,2953,2024-10-30,186.21,Paid,PayPal
2954,2954,2024-04-18,30.65,Unpaid,Cash
2955,2955,2025-02-17,253.65,Pending,Bank Transfer
2956,2956,2024-11-08,101.1,Paid,PayPal
2957,2957,2024-12-16,244.19,Unpaid,Cash
2958,2958,2024-04-06,62.18,Pending,Credit Card
2959,2959,2024-12-20,140.5,Pending,Bank Transfer
2960,2960,2024-09-19,139.58,Pending,Cash
2961,2961,2024-11-07,266.29,Paid,Bank Transfer
2962,2962,2024-09-20,184.42,Unpaid,Bank Transfer
2963,2963,2025-03-05,250.78,Pending,Credit Card
2964,2964,2024-03-16,259.12,Paid,Cash
2965,2965,2024-05-28,203.02,Unpaid,PayPal
2966,2966,2024-07-19,47.1,Pending,Bank Transfer
2967,2967,2024-10-17,244.32,Pending,Cash
2968,2968,2024-06-15,295.78,Paid,Cash
2969,2969,2024-05-16,177.12,Paid,Cash
2970,2970,2024-06-28,250.01,Pending,PayPal
2971,2971,2024-08-02,204.35,Paid,Cash
2972,2972,2024-12-12,150.45,Unpaid,Bank Transfer
2973,2973,2024-12-15,197.98,Unpaid,Credit Card
2974,2974,2024-04-20,295.0,Unpaid,Credit Card
2975,2975,2024-10-30,215.31,Pending,Bank Transfer
2976,2976,2024-05-03,293.66,Unpaid,Bank Transfer
2977,2977,2024-04-25,163.2,Pending,Bank Transfer
2978,2978,2024-08-02,84.58,Unpaid,PayPal
2979,2979,2024-08-03,68.28,Paid,Cash
2980,2980,2024-11-11,214.99,Pending,Credit Card
2981,2981,2024-04-13,61.0,Pending,Cash
2982,2982,2024-07-29,298.62,Pending,Credit Card
2983,2983,2024-05-04,144.43,Paid,Bank Transfer
2984,2984,2025-03-10,266.33,Pending,PayPal
2985,2985,2024-07-29,129.69,Unpaid,Cash
2986,2986,2025-01-29,286.68,Paid,Cash
2987,2987,2024-04-06,104.57,Paid,Cash
2988,2988,2024-09-14,165.42,Pending,PayPal
2989,2989,2024-05-28,257.82,Paid,PayPal
2990,2990,2024-05-31,143.16,Pending,Bank Transfer
2991,2991,2024-06-12,94.02,Unpaid,Cash
2992,2992,2024-08-03,112.67,Pending,PayPal
2993,2993,2025-01-10,128.39,Paid,Credit Card
2994,2994,2024-05-16,23.94,Paid,Bank Transfer
2995,2995,2025-03-05,113.12,Pending,Cash
2996,2996,2024-11-06,96.3,Paid,PayPal
2997,2997,2024-11-01,154.87,Unpaid,Credit Card
2998,2998,2024-05-30,165.46,Unpaid,Credit Card
2999,2999,2024-10-17,186.85,Unpaid,PayPal
3000,3000,2024-07-11,106.85,Pending,PayPal
3001,3001,2024-03-26,123.0,Unpaid,Cash
3002,3002,2025-01-16,23.41,Pending,Cash
3003,3003,2024-12-17,191.39,Paid,PayPal
3004,3004,2024-06-11,172.4,Pending,PayPal
3005,3005,2024-11-12,146.67,Paid,Credit Card
3006,3006,2024-06-11,161.36,Pending,Credit Card
3007,3007,2024-12-16,72.76,Paid,Bank Transfer
3008,3008,2024-03-25,228.58,Paid,Credit Card
3009,3009,2024-07-24,107.32,Unpaid,PayPal
3010,3010,2025-01-21,53.21,Pending,PayPal
3011,3011,2024-05-30,285.85,Unpaid,Credit Card
3012,3012,2024-08-12,219.92,Unpaid,Credit Card
3013,3013,2025-02-03,24.49,Paid,Credit Card
3014,3014,2024-03-26,213.1,Paid,Bank Transfer
3015,3015,2024-11-22,74.64,Paid,PayPal
3016,3016,2024-10-07,26.99,Paid,Bank Transfer
3017,3017,2025-03-05,178.03,Pending,Cash
3018,3018,2024-09-13,261.18,Unpaid,Credit Card
3019,3019,2024-04-02,275.4,Pending,Cash
3020,3020,2024-10-17,74.83,Pending,Cash
3021,3021,2024-07-02,173.28,Paid,Bank Transfer
3022,3022,2024-10-14,59.73,Unpaid,Bank Transfer
3023,3023,2024-04-10,225.61,Paid,Cash
3024,3024,2024-09-14,186.39,Pending,Credit Card
3025,3025,2024-09-16,207.37,Paid,PayPal
3026,3026,2025-01-27,256.79,Pending,Bank Transfer
3027,3027,2024-04-29,252.22,Paid,Bank Transfer
3028,3028,2024-03-18,83.1,Pending,Cash
3029,3029,2025-02-27,186.15,Pending,Cash
3030,3030,2024-03-24,115.89,Paid,Cash
3031,3031,2024-05-23,64.55,Pending,Cash
3032,3032,2025-02-05,169.25,Paid,Cash
3033,3033,2024-12-07,61.08,Unpaid,Bank Transfer
3034,3034,2024-08-07,186.58,Unpaid,Credit Card
3035,3035,2024-07-31,23.78,Pending,Cash
